rank,band,headword,family_size,word_family
2251,B3 (2001-2801),efficiency,2,efficiencies
2252,B3 (2001-2801),dirty,6,dirties | dirtied | dirtying | dirtier | dirtiest
2253,B3 (2001-2801),statistic,2,statistics
2254,B3 (2001-2801),regularly,1,
2255,B3 (2001-2801),resort,4,resorts | resorted | resorting
2256,B3 (2001-2801),iron,4,irons | ironed | ironing
2257,B3 (2001-2801),broadcast,4,broadcasts | broadcasted | broadcasting
2258,B3 (2001-2801),membership,2,memberships
2259,B3 (2001-2801),bread,4,breads | breaded | breading
2260,B3 (2001-2801),blind,6,blinds | blinded | blinding | blinder | blindest
2261,B3 (2001-2801),pure,3,purer | purest
2262,B3 (2001-2801),bloody,6,bloodies | bloodied | bloodying | bloodier | bloodiest
2263,B3 (2001-2801),ally,3,allies | allied
2264,B3 (2001-2801),quantity,2,quantities
2265,B3 (2001-2801),bend,5,bends | bended | bending | bent
2266,B3 (2001-2801),mature,4,matures | matured | maturing
2267,B3 (2001-2801),briefly,1,
2268,B3 (2001-2801),alarm,4,alarms | alarmed | alarming
2269,B3 (2001-2801),disturb,4,disturbs | disturbed | disturbing
2270,B3 (2001-2801),sustain,4,sustains | sustained | sustaining
2271,B3 (2001-2801),flood,4,floods | flooded | flooding
2272,B3 (2001-2801),poverty,1,
2273,B3 (2001-2801),crazy,4,crazier | craziest | crazies
2274,B3 (2001-2801),cite,4,cites | cited | citing
2275,B3 (2001-2801),newly,1,
2276,B3 (2001-2801),parallel,4,parallels | paralleled | paralleling
2277,B3 (2001-2801),gender,3,genders | gendered
2278,B3 (2001-2801),sponsor,4,sponsors | sponsored | sponsoring
2279,B3 (2001-2801),boot,4,boots | booted | booting
2280,B3 (2001-2801),accurate,1,
2281,B3 (2001-2801),dealer,2,dealers
2282,B3 (2001-2801),button,4,buttons | buttoned | buttoning
2283,B3 (2001-2801),burden,4,burdens | burdened | burdening
2284,B3 (2001-2801),desert,4,deserts | deserted | deserting
2285,B3 (2001-2801),mate,4,mates | mated | mating
2286,B3 (2001-2801),occasionally,1,
2287,B3 (2001-2801),shareholder,2,shareholders
2288,B3 (2001-2801),bowl,4,bowls | bowled | bowling
2289,B3 (2001-2801),discovery,2,discoveries
2290,B3 (2001-2801),resistance,2,resistances
2291,B3 (2001-2801),bath,2,baths
2292,B3 (2001-2801),frequency,2,frequencies
2293,B3 (2001-2801),criticize,8,criticizes | criticized | criticizing | criticise | criticises | criticised | criticising
2294,B3 (2001-2801),tap,4,taps | tapped | tapping
2295,B3 (2001-2801),philosophy,2,philosophies
2296,B3 (2001-2801),lip,3,lips | lipped
2297,B3 (2001-2801),attribute,4,attributes | attributed | attributing
2298,B3 (2001-2801),apologize,8,apologizes | apologized | apologizing | apologise | apologises | apologised | apologising
2299,B3 (2001-2801),approval,2,approvals
2300,B3 (2001-2801),grab,4,grabs | grabbed | grabbing
2301,B3 (2001-2801),entitle,4,entitles | entitled | entitling
2302,B3 (2001-2801),lend,4,lends | lent | lending
2303,B3 (2001-2801),involvement,2,involvements
2304,B3 (2001-2801),exposure,2,exposures
2305,B3 (2001-2801),conventional,1,
2306,B3 (2001-2801),digital,2,digitals
2307,B3 (2001-2801),translate,4,translates | translated | translating
2308,B3 (2001-2801),edit,4,edits | edited | editing
2309,B3 (2001-2801),formation,2,formations
2310,B3 (2001-2801),deposit,4,deposits | deposited | depositing
2311,B3 (2001-2801),pleasant,3,pleasanter | pleasantest
2312,B3 (2001-2801),overseas,2,oversea
2313,B3 (2001-2801),advocate,4,advocates | advocated | advocating
2314,B3 (2001-2801),establishment,2,establishments
2315,B3 (2001-2801),summary,2,summaries
2316,B3 (2001-2801),rough,6,roughs | roughed | roughing | rougher | roughest
2317,B3 (2001-2801),pen,4,pens | penned | penning
2318,B3 (2001-2801),recovery,2,recoveries
2319,B3 (2001-2801),seal,5,seals | sealed | sealing | sealings
2320,B3 (2001-2801),tube,4,tubes | tubed | tubing
2321,B3 (2001-2801),tower,4,towers | towered | towering
2322,B3 (2001-2801),characterize,8,characterizes | characterized | characterizing | characterise | characterises | characterised | characterising
2323,B3 (2001-2801),specify,4,specifies | specified | specifying
2324,B3 (2001-2801),exact,4,exacts | exacted | exacting
2325,B3 (2001-2801),spin,4,spins | spun | spinning
2326,B3 (2001-2801),operator,2,operators
2327,B3 (2001-2801),infant,2,infants
2328,B3 (2001-2801),dig,4,digs | dug | digging
2329,B3 (2001-2801),drag,4,drags | dragged | dragging
2330,B3 (2001-2801),mount,5,mounts | mounted | mounting | mountings
2331,B3 (2001-2801),wrap,5,wraps | wrapped | wrapping | wrappings
2332,B3 (2001-2801),anticipate,4,anticipates | anticipated | anticipating
2333,B3 (2001-2801),dependent,2,dependents
2334,B3 (2001-2801),specialize,8,specializes | specialized | specializing | specialise | specialises | specialised | specialising
2335,B3 (2001-2801),angle,4,angles | angled | angling
2336,B3 (2001-2801),chicken,3,chickens | chickened
2337,B3 (2001-2801),anxiety,2,anxieties
2338,B3 (2001-2801),virus,2,viruses
2339,B3 (2001-2801),precisely,1,
2340,B3 (2001-2801),rival,6,rivals | rivaled | rivaling | rivalled | rivalling
2341,B3 (2001-2801),offense,4,offenses | offence | offences
2342,B3 (2001-2801),detect,4,detects | detected | detecting
2343,B3 (2001-2801),teenager,2,teenagers
2344,B3 (2001-2801),admire,4,admires | admired | admiring
2345,B3 (2001-2801),moderate,4,moderates | moderated | moderating
2346,B3 (2001-2801),surgery,2,surgeries
2347,B3 (2001-2801),musician,2,musicians
2348,B3 (2001-2801),significance,2,significances
2349,B3 (2001-2801),shower,4,showers | showered | showering
2350,B3 (2001-2801),illegal,1,
2351,B3 (2001-2801),charity,2,charities
2352,B3 (2001-2801),universal,2,universals
2353,B3 (2001-2801),cigarette,2,cigarettes
2354,B3 (2001-2801),constitute,4,constitutes | constituted | constituting
2355,B3 (2001-2801),adequate,1,
2356,B3 (2001-2801),consultant,2,consultants
2357,B3 (2001-2801),historian,2,historians
2358,B3 (2001-2801),cousin,2,cousins
2359,B3 (2001-2801),visual,2,visuals
2360,B3 (2001-2801),stupid,3,stupider | stupidest
2361,B3 (2001-2801),keen,6,keens | keened | keening | keener | keenest
2362,B3 (2001-2801),ethnic,2,ethnics
2363,B3 (2001-2801),twin,2,twins
2364,B3 (2001-2801),clinical,1,
2365,B3 (2001-2801),eastern,1,
2366,B3 (2001-2801),forecast,4,forecasts | forecasted | forecasting
2367,B3 (2001-2801),segment,4,segments | segmented | segmenting
2368,B3 (2001-2801),custom,2,customs
2369,B3 (2001-2801),adapt,4,adapts | adapted | adapting
2370,B3 (2001-2801),sand,4,sands | sanded | sanding
2371,B3 (2001-2801),cap,4,caps | capped | capping
2372,B3 (2001-2801),prompt,5,prompts | prompted | prompting | promptings
2373,B3 (2001-2801),charm,4,charms | charmed | charming
2374,B3 (2001-2801),react,4,reacts | reacted | reacting
2375,B3 (2001-2801),lecture,4,lectures | lectured | lecturing
2376,B3 (2001-2801),venture,4,ventures | ventured | venturing
2377,B3 (2001-2801),compound,4,compounds | compounded | compounding
2378,B3 (2001-2801),rescue,4,rescues | rescued | rescuing
2379,B3 (2001-2801),mess,4,messes | messed | messing
2380,B3 (2001-2801),preference,2,preferences
2381,B3 (2001-2801),comprehensive,1,
2382,B3 (2001-2801),incentive,2,incentives
2383,B3 (2001-2801),league,2,leagues
2384,B3 (2001-2801),dialog,8,dialogs | dialoged | dialoging | dialogue | dialogues | dialogued | dialoguing
2385,B3 (2001-2801),cream,4,creams | creamed | creaming
2386,B3 (2001-2801),rapid,1,
2387,B3 (2001-2801),cancel,6,cancels | canceled | canceling | cancelled | cancelling
2388,B3 (2001-2801),regret,4,regrets | regretted | regretting
2389,B3 (2001-2801),dismiss,4,dismisses | dismissed | dismissing
2390,B3 (2001-2801),margin,2,margins
2391,B3 (2001-2801),beneath,1,
2392,B3 (2001-2801),opponent,2,opponents
2393,B3 (2001-2801),resist,4,resists | resisted | resisting
2394,B3 (2001-2801),capability,2,capabilities
2395,B3 (2001-2801),absolute,2,absolutes
2396,B3 (2001-2801),correspond,4,corresponds | corresponded | corresponding
2397,B3 (2001-2801),stroke,4,strokes | stroked | stroking
2398,B3 (2001-2801),dare,4,dares | dared | daring
2399,B3 (2001-2801),barrier,2,barriers
2400,B3 (2001-2801),rid,4,rids | ridded | ridding
2401,B3 (2001-2801),divorce,4,divorces | divorced | divorcing
2402,B3 (2001-2801),ruin,4,ruins | ruined | ruining
2403,B3 (2001-2801),bury,4,buries | buried | burying
2404,B3 (2001-2801),counsel,6,counsels | counselled | counseled | counselling | counseling
2405,B3 (2001-2801),tendency,2,tendencies
2406,B3 (2001-2801),frequent,4,frequents | frequented | frequenting
2407,B3 (2001-2801),motor,4,motors | motored | motoring
2408,B3 (2001-2801),survival,2,survivals
2409,B3 (2001-2801),counter,4,counters | countered | countering
2410,B3 (2001-2801),possess,4,possesses | possessed | possessing
2411,B3 (2001-2801),permission,2,permissions
2412,B3 (2001-2801),valley,2,valleys
2413,B3 (2001-2801),float,4,floats | floated | floating
2414,B3 (2001-2801),mad,3,madder | maddest
2415,B3 (2001-2801),greatly,1,
2416,B3 (2001-2801),visible,1,
2417,B3 (2001-2801),electric,2,electrics
2418,B3 (2001-2801),impressive,1,
2419,B3 (2001-2801),evolution,2,evolutions
2420,B3 (2001-2801),awareness,1,
2421,B3 (2001-2801),violent,1,
2422,B3 (2001-2801),slave,4,slaves | slaved | slaving
2423,B3 (2001-2801),wealthy,3,wealthier | wealthiest
2424,B3 (2001-2801),architecture,2,architectures
2425,B3 (2001-2801),acceptable,1,
2426,B3 (2001-2801),journal,3,journals | journaling
2427,B3 (2001-2801),coal,2,coals
2428,B3 (2001-2801),measurement,2,measurements
2429,B3 (2001-2801),random,1,
2430,B3 (2001-2801),successfully,1,
2431,B3 (2001-2801),depress,4,depresses | depressed | depressing
2432,B3 (2001-2801),illustration,2,illustrations
2433,B3 (2001-2801),burst,3,bursts | bursting
2434,B3 (2001-2801),privilege,4,privileges | privileged | privileging
2435,B3 (2001-2801),buyer,2,buyers
2436,B3 (2001-2801),mutual,1,
2437,B3 (2001-2801),rail,5,rails | railed | railing | railings
2438,B3 (2001-2801),motivate,4,motivates | motivated | motivating
2439,B3 (2001-2801),laboratory,2,laboratories
2440,B3 (2001-2801),mortgage,4,mortgages | mortgaged | mortgaging
2441,B3 (2001-2801),promotion,2,promotions
2442,B3 (2001-2801),passion,2,passions
2443,B3 (2001-2801),champion,4,champions | championed | championing
2444,B3 (2001-2801),fulfill,8,fulfills | fulfilled | fulfilling | fulfil | fulfils | fulfiled | fulfiling
2445,B3 (2001-2801),dust,4,dusts | dusted | dusting
2446,B3 (2001-2801),dedicate,4,dedicates | dedicated | dedicating
2447,B3 (2001-2801),roughly,1,
2448,B3 (2001-2801),skirt,4,skirts | skirted | skirting
2449,B3 (2001-2801),province,2,provinces
2450,B3 (2001-2801),march,4,marches | marched | marching
2451,B3 (2001-2801),evaluation,2,evaluations
2452,B3 (2001-2801),compromise,4,compromises | compromised | compromising
2453,B3 (2001-2801),accomplish,4,accomplishes | accomplished | accomplishing
2454,B3 (2001-2801),weakness,2,weaknesses
2455,B3 (2001-2801),announcement,2,announcements
2456,B3 (2001-2801),salt,4,salts | salted | salting
2457,B3 (2001-2801),glance,4,glances | glanced | glancing
2458,B3 (2001-2801),opera,2,operas
2459,B3 (2001-2801),contest,4,contests | contested | contesting
2460,B3 (2001-2801),brush,5,brushes | brushed | brushing | brushings
2461,B3 (2001-2801),embarrass,4,embarrasses | embarrassed | embarrassing
2462,B3 (2001-2801),gallery,2,galleries
2463,B3 (2001-2801),genetic,1,
2464,B3 (2001-2801),aggressive,1,
2465,B3 (2001-2801),chest,2,chests
2466,B3 (2001-2801),format,4,formats | formatted | formatting
2467,B3 (2001-2801),literary,1,
2468,B3 (2001-2801),govern,4,governs | governed | governing
2469,B3 (2001-2801),embrace,4,embraces | embraced | embracing
2470,B3 (2001-2801),praise,4,praises | praised | praising
2471,B3 (2001-2801),silent,1,
2472,B3 (2001-2801),pump,4,pumps | pumped | pumping
2473,B3 (2001-2801),publisher,2,publishers
2474,B3 (2001-2801),celebration,2,celebrations
2475,B3 (2001-2801),golf,4,golfs | golfed | golfing
2476,B3 (2001-2801),compensation,2,compensations
2477,B3 (2001-2801),classical,1,
2478,B3 (2001-2801),weigh,4,weighs | weighed | weighing
2479,B3 (2001-2801),versus,1,
2480,B3 (2001-2801),deficit,2,deficits
2481,B3 (2001-2801),modify,4,modifies | modified | modifying
2482,B3 (2001-2801),flash,4,flashes | flashed | flashing
2483,B3 (2001-2801),friendship,2,friendships
2484,B3 (2001-2801),profession,2,professions
2485,B3 (2001-2801),literally,1,
2486,B3 (2001-2801),equation,2,equations
2487,B3 (2001-2801),gesture,4,gestures | gestured | gesturing
2488,B3 (2001-2801),entertain,4,entertains | entertained | entertaining
2489,B3 (2001-2801),fantastic,1,
2490,B3 (2001-2801),assign,4,assigns | assigned | assigning
2491,B3 (2001-2801),inflation,2,inflations
2492,B3 (2001-2801),historic,1,
2493,B3 (2001-2801),injure,4,injures | injured | injuring
2494,B3 (2001-2801),remote,3,remoter | remotest
2495,B3 (2001-2801),therapy,2,therapies
2496,B3 (2001-2801),orange,2,oranges
2497,B3 (2001-2801),twist,4,twists | twisted | twisting
2498,B3 (2001-2801),personnel,1,
2499,B3 (2001-2801),imagination,2,imaginations
2500,B3 (2001-2801),disagree,4,disagrees | disagreed | disagreeing
2501,B3 (2001-2801),throat,2,throats
2502,B3 (2001-2801),insight,2,insights
2503,B3 (2001-2801),tackle,4,tackles | tackled | tackling
2504,B3 (2001-2801),forever,1,
2505,B3 (2001-2801),exceed,4,exceeds | exceeded | exceeding
2506,B3 (2001-2801),expenditure,2,expenditures
2507,B3 (2001-2801),joy,2,joys
2508,B3 (2001-2801),pregnant,1,
2509,B3 (2001-2801),reliable,2,reliables
2510,B3 (2001-2801),gear,5,gears | geared | gearing | gearings
2511,B3 (2001-2801),poet,2,poets
2512,B3 (2001-2801),fortune,2,fortunes
2513,B3 (2001-2801),ceremony,2,ceremonies
2514,B3 (2001-2801),pile,4,piles | piled | piling
2515,B3 (2001-2801),pig,4,pigs | pigged | pigging
2516,B3 (2001-2801),mixture,2,mixtures
2517,B3 (2001-2801),automatically,1,
2518,B3 (2001-2801),scholar,2,scholars
2519,B3 (2001-2801),psychological,1,
2520,B3 (2001-2801),dramatically,1,
2521,B3 (2001-2801),stake,4,stakes | staked | staking
2522,B3 (2001-2801),creature,2,creatures
2523,B3 (2001-2801),partnership,2,partnerships
2524,B3 (2001-2801),participation,2,participations
2525,B3 (2001-2801),clause,2,clauses
2526,B3 (2001-2801),penalty,2,penalties
2527,B3 (2001-2801),chamber,4,chambers | chambered | chambering
2528,B3 (2001-2801),fancy,5,fancies | fancied | fancying | fanciest
2529,B3 (2001-2801),poetry,2,poetries
2530,B3 (2001-2801),chat,4,chats | chatted | chatting
2531,B3 (2001-2801),clothing,1,
2532,B3 (2001-2801),evolve,4,evolves | evolved | evolving
2533,B3 (2001-2801),sake,2,sakes
2534,B3 (2001-2801),shelf,4,shelves | shelved | shelving
2535,B3 (2001-2801),boost,4,boosts | boosted | boosting
2536,B3 (2001-2801),tail,4,tails | tailed | tailing
2537,B3 (2001-2801),possession,2,possessions
2538,B3 (2001-2801),abortion,2,abortions
2539,B3 (2001-2801),curious,2,curiouser
2540,B3 (2001-2801),wooden,1,
2541,B3 (2001-2801),boom,4,booms | boomed | booming
2542,B3 (2001-2801),tale,2,tales
2543,B3 (2001-2801),democratic,1,
2544,B3 (2001-2801),maintenance,2,maintenances
2545,B3 (2001-2801),consequently,1,
2546,B3 (2001-2801),pot,4,pots | potted | potting
2547,B3 (2001-2801),cow,4,cows | cowed | cowing
2548,B3 (2001-2801),strengthen,4,strengthens | strengthened | strengthening
2549,B3 (2001-2801),whilst,1,
2550,B3 (2001-2801),constraint,2,constraints
2551,B3 (2001-2801),fold,4,folds | folded | folding
2552,B3 (2001-2801),bin,4,bins | binned | binning
2553,B3 (2001-2801),undergo,5,undergoes | underwent | undergoing | undergone
2554,B3 (2001-2801),potentially,1,
2555,B3 (2001-2801),scope,4,scopes | scoped | scoping
2556,B3 (2001-2801),pretend,4,pretends | pretended | pretending
2557,B3 (2001-2801),diversity,2,diversities
2558,B3 (2001-2801),allege,3,alleges | alleged
2559,B3 (2001-2801),pride,4,prides | prided | priding
2560,B3 (2001-2801),intense,1,
2561,B3 (2001-2801),inquiry,2,inquiries
2562,B3 (2001-2801),resign,4,resigns | resigned | resigning
2563,B3 (2001-2801),craft,4,crafts | crafted | crafting
2564,B3 (2001-2801),strict,3,stricter | strictest
2565,B3 (2001-2801),concrete,4,concretes | concreted | concreting
2566,B3 (2001-2801),shell,3,shells | shelled
2567,B3 (2001-2801),damn,4,damns | damned | damning
2568,B3 (2001-2801),distinct,1,
2569,B3 (2001-2801),humor,8,humors | humored | humoring | humorings | humour | humours | humoured
2570,B3 (2001-2801),limitation,2,limitations
2571,B3 (2001-2801),indication,2,indications
2572,B3 (2001-2801),stability,2,stabilities
2573,B3 (2001-2801),wise,6,wises | wised | wising | wiser | wisest
2574,B3 (2001-2801),neglect,4,neglects | neglected | neglecting
2575,B3 (2001-2801),compose,4,composes | composed | composing
2576,B3 (2001-2801),jail,4,jails | jailed | jailing
2577,B3 (2001-2801),shelter,3,shelters | sheltered
2578,B3 (2001-2801),mere,2,merest
2579,B3 (2001-2801),carbon,2,carbons
2580,B3 (2001-2801),regulate,4,regulates | regulated | regulating
2581,B3 (2001-2801),cheese,2,cheeses
2582,B3 (2001-2801),trigger,4,triggers | triggered | triggering
2583,B3 (2001-2801),pipe,4,pipes | piped | piping
2584,B3 (2001-2801),destruction,2,destructions
2585,B3 (2001-2801),guitar,2,guitars
2586,B3 (2001-2801),flag,4,flags | flagged | flagging
2587,B3 (2001-2801),piano,2,pianos
2588,B3 (2001-2801),magic,1,
2589,B3 (2001-2801),mystery,2,mysteries
2590,B3 (2001-2801),ski,4,skis | skied | skiing
2591,B3 (2001-2801),whisper,5,whispers | whispered | whispering | whisperings
2592,B3 (2001-2801),rear,4,rears | reared | rearing
2593,B3 (2001-2801),menu,2,menus
2594,B3 (2001-2801),species,1,
2595,B3 (2001-2801),moon,3,moons | mooned
2596,B3 (2001-2801),presumably,1,
2597,B3 (2001-2801),bless,6,blesses | blessed | blessing | blessings | blest
2598,B3 (2001-2801),airline,2,airlines
2599,B3 (2001-2801),amendment,2,amendments
2600,B3 (2001-2801),grandmother,2,grandmothers
2601,B3 (2001-2801),jury,2,juries
2602,B3 (2001-2801),cooperation,1,
2603,B3 (2001-2801),civilian,2,civilians
2604,B3 (2001-2801),composition,2,compositions
2605,B3 (2001-2801),coin,4,coins | coined | coining
2606,B3 (2001-2801),regardless,1,
2607,B3 (2001-2801),scan,4,scans | scanned | scanning
2608,B3 (2001-2801),bunch,4,bunches | bunched | bunching
2609,B3 (2001-2801),racial,2,racials
2610,B3 (2001-2801),greet,5,greets | greeted | greeting | greetings
2611,B3 (2001-2801),hopefully,1,
2612,B3 (2001-2801),sanction,4,sanctions | sanctioned | sanctioning
2613,B3 (2001-2801),trick,4,tricks | tricked | tricking
2614,B3 (2001-2801),paragraph,4,paragraphs | paragraphed | paragraphing
2615,B3 (2001-2801),maker,2,makers
2616,B3 (2001-2801),chocolate,2,chocolates
2617,B3 (2001-2801),stimulate,4,stimulates | stimulated | stimulating
2618,B3 (2001-2801),belt,4,belts | belted | belting
2619,B3 (2001-2801),potato,2,potatoes
2620,B3 (2001-2801),narrative,2,narratives
2621,B3 (2001-2801),tissue,2,tissues
2622,B3 (2001-2801),barely,1,
2623,B3 (2001-2801),invent,4,invents | invented | inventing
2624,B3 (2001-2801),tourism,1,
2625,B3 (2001-2801),pro,2,pros
2626,B3 (2001-2801),stair,2,stairs
2627,B3 (2001-2801),hesitate,4,hesitates | hesitated | hesitating
2628,B3 (2001-2801),shine,5,shines | shined | shining | shone
2629,B3 (2001-2801),motivation,2,motivations
2630,B3 (2001-2801),romantic,2,romantics
2631,B3 (2001-2801),firmly,1,
2632,B3 (2001-2801),interior,2,interiors
2633,B3 (2001-2801),stomach,4,stomachs | stomached | stomaching
2634,B3 (2001-2801),nowhere,1,
2635,B3 (2001-2801),pray,4,prays | prayed | praying
2636,B3 (2001-2801),championship,2,championships
2637,B3 (2001-2801),servant,2,servants
2638,B3 (2001-2801),immigrant,2,immigrants
2639,B3 (2001-2801),excess,2,excesses
2640,B3 (2001-2801),complexity,2,complexities
2641,B3 (2001-2801),liability,2,liabilities
2642,B3 (2001-2801),surprisingly,1,
2643,B3 (2001-2801),extract,4,extracts | extracted | extracting
2644,B3 (2001-2801),implementation,2,implementations
2645,B3 (2001-2801),bias,4,biases | biased | biasing
2646,B3 (2001-2801),differently,1,
2647,B3 (2001-2801),catalog,8,catalogs | cataloged | cataloging | catalogue | catalogues | catalogued | cataloguing
2648,B3 (2001-2801),continuous,1,
2649,B3 (2001-2801),golden,1,
2650,B3 (2001-2801),stamp,4,stamps | stamped | stamping
2651,B3 (2001-2801),guideline,2,guidelines
2652,B3 (2001-2801),envelope,2,envelopes
2653,B3 (2001-2801),knife,5,knifes | knifed | knifing | knives
2654,B3 (2001-2801),biological,1,
2655,B3 (2001-2801),consume,4,consumes | consumed | consuming
2656,B3 (2001-2801),luxury,2,luxuries
2657,B3 (2001-2801),weekly,2,weeklies
2658,B3 (2001-2801),wherever,1,
2659,B3 (2001-2801),bite,4,bites | biting | bitten
2660,B3 (2001-2801),printer,2,printers
2661,B3 (2001-2801),firstly,1,
2662,B3 (2001-2801),anxious,1,
2663,B3 (2001-2801),adventure,4,adventures | adventured | adventuring
2664,B3 (2001-2801),fence,5,fences | fenced | fencing | fencings
2665,B3 (2001-2801),exhaust,4,exhausts | exhausted | exhausting
2666,B3 (2001-2801),attraction,2,attractions
2667,B3 (2001-2801),ocean,2,oceans
2668,B3 (2001-2801),quietly,1,
2669,B3 (2001-2801),castle,4,castles | castled | castling
2670,B3 (2001-2801),veteran,2,veterans
2671,B3 (2001-2801),reflection,2,reflections
2672,B3 (2001-2801),nerve,4,nerves | nerved | nerving
2673,B3 (2001-2801),determination,2,determinations
2674,B3 (2001-2801),altogether,1,
2675,B3 (2001-2801),fiction,2,fictions
2676,B3 (2001-2801),carpet,4,carpets | carpeted | carpeting
2677,B3 (2001-2801),cluster,4,clusters | clustered | clustering
2678,B3 (2001-2801),confusion,2,confusions
2679,B3 (2001-2801),hurry,4,hurries | hurried | hurrying
2680,B3 (2001-2801),logic,2,logics
2681,B3 (2001-2801),controversial,1,
2682,B3 (2001-2801),raw,3,rawer | rawest
2683,B3 (2001-2801),grammar,2,grammars
2684,B3 (2001-2801),revise,4,revises | revised | revising
2685,B3 (2001-2801),hint,4,hints | hinted | hinting
2686,B3 (2001-2801),hook,4,hooks | hooked | hooking
2687,B3 (2001-2801),bell,4,bells | belled | belling
2688,B3 (2001-2801),liquid,2,liquids
2689,B3 (2001-2801),panic,4,panics | panicked | panicking
2690,B3 (2001-2801),uncle,2,uncles
2691,B3 (2001-2801),rice,2,rices
2692,B3 (2001-2801),slope,2,slopes
2693,B3 (2001-2801),happiness,1,
2694,B3 (2001-2801),genuine,1,
2695,B3 (2001-2801),vessel,2,vessels
2696,B3 (2001-2801),verb,2,verbs
2697,B3 (2001-2801),reckon,4,reckons | reckoned | reckoning
2698,B3 (2001-2801),silly,3,sillier | silliest
2699,B3 (2001-2801),transportation,2,transportations
2700,B3 (2001-2801),harbor,7,harbors | harbored | harboring | harbour | harbours | harbouring
2701,B3 (2001-2801),comedy,2,comedies
2702,B3 (2001-2801),chase,4,chases | chased | chasing
2703,B3 (2001-2801),storage,2,storages
2704,B3 (2001-2801),universe,2,universes
2705,B3 (2001-2801),horrible,1,
2706,B3 (2001-2801),sheep,1,
2707,B3 (2001-2801),lover,2,lovers
2708,B3 (2001-2801),rat,4,rats | ratted | ratting
2709,B3 (2001-2801),portrait,2,portraits
2710,B3 (2001-2801),innocent,2,innocents
2711,B3 (2001-2801),substitute,4,substitutes | substituted | substituting
2712,B3 (2001-2801),supplement,4,supplements | supplemented | supplementing
2713,B3 (2001-2801),adjustment,2,adjustments
2714,B3 (2001-2801),reasonably,1,
2715,B3 (2001-2801),filter,4,filters | filtered | filtering
2716,B3 (2001-2801),flexible,1,
2717,B3 (2001-2801),abstract,4,abstracts | abstracted | abstracting
2718,B3 (2001-2801),tent,4,tents | tented | tenting
2719,B3 (2001-2801),precise,1,
2720,B3 (2001-2801),distant,1,
2721,B3 (2001-2801),stranger,2,strangers
2722,B3 (2001-2801),shade,4,shades | shaded | shading
2723,B3 (2001-2801),grain,4,grains | grained | graining
2724,B3 (2001-2801),situate,4,situates | situated | situating
2725,B3 (2001-2801),summarize,8,summarizes | summarized | summarizing | summarise | summarises | summarised | summarising
2726,B3 (2001-2801),leap,5,leaps | leaped | leaping | leapt
2727,B3 (2001-2801),snap,4,snaps | snapped | snapping
2728,B3 (2001-2801),probability,2,probabilities
2729,B3 (2001-2801),leather,4,leathers | leathered | leathering
2730,B3 (2001-2801),uncertainty,2,uncertainties
2731,B3 (2001-2801),swear,5,swears | swore | swearing | sworn
2732,B3 (2001-2801),refugee,2,refugees
2733,B3 (2001-2801),shore,4,shores | shored | shoring
2734,B3 (2001-2801),monthly,1,
2735,B3 (2001-2801),comprise,4,comprises | comprised | comprising
2736,B3 (2001-2801),stir,5,stirs | stirred | stirring | stirrings
2737,B3 (2001-2801),excitement,2,excitements
2738,B3 (2001-2801),sigh,4,sighs | sighed | sighing
2739,B3 (2001-2801),pregnancy,2,pregnancies
2740,B3 (2001-2801),experimental,2,experimentals
2741,B3 (2001-2801),institutional,1,
2742,B3 (2001-2801),slice,4,slices | sliced | slicing
2743,B3 (2001-2801),wander,5,wanders | wandered | wandering | wanderings
2744,B3 (2001-2801),empire,2,empires
2745,B3 (2001-2801),subsequently,1,
2746,B3 (2001-2801),gentle,6,gentles | gentled | gentling | gentler | gentlest
2747,B3 (2001-2801),attendance,2,attendances
2748,B3 (2001-2801),ownership,2,ownerships
2749,B3 (2001-2801),qualification,2,qualifications
2750,B3 (2001-2801),suspend,4,suspends | suspended | suspending
2751,B3 (2001-2801),functional,1,
2752,B3 (2001-2801),voluntary,1,
2753,B3 (2001-2801),pale,6,pales | paled | paling | paler | palest
2754,B3 (2001-2801),stain,4,stains | stained | staining
2755,B3 (2001-2801),athlete,2,athletes
2756,B3 (2001-2801),organic,2,organics
2757,B3 (2001-2801),tongue,4,tongues | tongued | tonguing
2758,B3 (2001-2801),server,2,servers
2759,B3 (2001-2801),structural,1,
2760,B3 (2001-2801),fool,4,fools | fooled | fooling
2761,B3 (2001-2801),alongside,1,
2762,B3 (2001-2801),unite,4,unites | united | uniting
2763,B3 (2001-2801),gently,1,
2764,B3 (2001-2801),compute,4,computes | computed | computing
2765,B3 (2001-2801),wipe,4,wipes | wiped | wiping
2766,B3 (2001-2801),weird,3,weirder | weirdest
2767,B3 (2001-2801),gaze,4,gazes | gazed | gazing
2768,B3 (2001-2801),fade,4,fades | faded | fading
2769,B3 (2001-2801),cough,4,coughs | coughed | coughing
2770,B3 (2001-2801),hypothesis,2,hypotheses
2771,B3 (2001-2801),royal,2,royals
2772,B3 (2001-2801),theoretical,1,
2773,B3 (2001-2801),curtain,4,curtains | curtained | curtaining
2774,B3 (2001-2801),mayor,2,mayors
2775,B3 (2001-2801),darkness,1,
2776,B3 (2001-2801),aunt,2,aunts
2777,B3 (2001-2801),tournament,2,tournaments
2778,B3 (2001-2801),registration,2,registrations
2779,B3 (2001-2801),fragment,4,fragments | fragmented | fragmenting
2780,B3 (2001-2801),listener,2,listeners
